oktmo,name,year,internat_inflow,internat_outflow,interreg_inflow,interreg_outflow,reg_inflow,reg_outflow,total_inflow,total_outflow
4616400,Сельские поселения Ермаковского муниципального района/,2022,7.0,12.0,320.0,349.0,645.0,656.0,972.0,1017.0
4616410,Ермаковский сельсовет,2022,3.0,7.0,152.0,170.0,409.0,296.0,564.0,473.0
4617000,Идринский муниципальный район,2022,7.0,8.0,118.0,139.0,270.0,358.0,395.0,505.0
4617400,Сельские поселения Идринского муниципального района/,2022,7.0,8.0,118.0,139.0,270.0,358.0,395.0,505.0
4617422,Идринский сельсовет,2022,4.0,8.0,41.0,53.0,115.0,135.0,160.0,196.0
4618000,Иланский муниципальный район,2022,68.0,46.0,119.0,134.0,533.0,717.0,720.0,897.0
4618100,Городские поселения Иланского муниципального района/,2022,64.0,44.0,86.0,97.0,320.0,384.0,470.0,525.0
4618101,город Иланский,2022,64.0,44.0,86.0,97.0,320.0,384.0,470.0,525.0
4618400,Сельские поселения Иланского муниципального района/,2022,4.0,2.0,33.0,37.0,213.0,333.0,250.0,372.0
4618416,Новониколаевский сельсовет,2022,3.0,2.0,5.0,7.0,36.0,58.0,44.0,67.0
4619000,Ирбейский муниципальный район,2022,29.0,20.0,51.0,64.0,653.0,783.0,733.0,867.0
4619400,Сельские поселения Ирбейского муниципального района/,2022,29.0,20.0,51.0,64.0,653.0,783.0,733.0,867.0
4619411,Изумрудновский сельсовет,2022,5.0,3.0,3.0,3.0,35.0,50.0,43.0,56.0
4619413,Ирбейский сельсовет,2022,17.0,12.0,20.0,27.0,233.0,249.0,270.0,288.0
4619440,Усть-Ярульский сельсовет,2022,1.0,1.0,2.0,4.0,39.0,53.0,42.0,58.0
4620000,Казачинский муниципальный район,2022,43.0,13.0,33.0,39.0,405.0,496.0,481.0,548.0
4620400,Сельские поселения Казачинского муниципального района/,2022,43.0,13.0,33.0,39.0,405.0,496.0,481.0,548.0
4620405,Галанинский сельсовет,2022,8.0,2.0,6.0,8.0,47.0,51.0,61.0,61.0
4620413,Казачинский сельсовет,2022,20.0,4.0,16.0,11.0,204.0,150.0,240.0,165.0
4621000,Канский муниципальный район,2022,65.0,49.0,78.0,97.0,922.0,1040.0,1065.0,1186.0
4621400,Сельские поселения Канского муниципального района/,2022,65.0,49.0,78.0,97.0,922.0,1040.0,1065.0,1186.0
4621404,Анцирский сельсовет,2022,20.0,15.0,9.0,7.0,68.0,88.0,97.0,110.0
4621407,Астафьевский сельсовет,2022,2.0,7.0,3.0,2.0,41.0,58.0,46.0,67.0
4621410,Большеуринский сельсовет,2022,6.0,1.0,3.0,12.0,63.0,58.0,72.0,71.0
4621425,Мокрушинский сельсовет,2022,1.0,4.0,4.0,10.0,49.0,66.0,54.0,80.0
4621431,Рудянский сельсовет,2022,9.0,2.0,2.0,2.0,28.0,37.0,39.0,41.0
4621438,Филимоновский сельсовет,2022,15.0,14.0,13.0,17.0,184.0,156.0,212.0,187.0
4621440,Чечеульский сельсовет,2022,7.0,3.0,7.0,9.0,100.0,129.0,114.0,141.0
4622000,Каратузский муниципальный район,2022,3.0,1.0,211.0,197.0,429.0,504.0,643.0,702.0
4622400,Сельские поселения Каратузского муниципального района/,2022,3.0,1.0,211.0,197.0,429.0,504.0,643.0,702.0
4624000,Кежемский муниципальный район,2022,94.0,72.0,186.0,214.0,581.0,678.0,861.0,964.0
4624100,Городские поселения Кежемского муниципального района/,2022,80.0,58.0,156.0,168.0,436.0,481.0,672.0,707.0
4624101,город Кодинск,2022,80.0,58.0,156.0,168.0,436.0,481.0,672.0,707.0
4624400,Сельские поселения Кежемского муниципального района/,2022,14.0,13.0,29.0,45.0,140.0,196.0,183.0,254.0
4624406,Имбинский сельсовет,2022,6.0,2.0,3.0,4.0,9.0,20.0,18.0,26.0
4624412,Тагарский сельсовет,2022,8.0,11.0,10.0,20.0,27.0,49.0,45.0,80.0
4626000,Козульский муниципальный район,2022,36.0,28.0,118.0,116.0,544.0,723.0,698.0,867.0
4626100,Городские поселения Козульского муниципального района/,2022,23.0,23.0,61.0,61.0,246.0,303.0,330.0,387.0
4626151,поселок Козулька,2022,23.0,23.0,61.0,61.0,246.0,303.0,330.0,387.0
4626400,Сельские поселения Козульского муниципального района/,2022,13.0,5.0,57.0,55.0,298.0,420.0,368.0,480.0
4626409,Лазурненский сельсовет,2022,6.0,2.0,11.0,10.0,57.0,72.0,74.0,84.0
4626414,Новочернореченский сельсовет,2022,4.0,3.0,23.0,29.0,151.0,180.0,178.0,212.0
4628000,Краснотуранский муниципальный район,2022,38.0,26.0,215.0,241.0,526.0,524.0,779.0,791.0
4628400,Сельские поселения Краснотуранского муниципального района/,2022,38.0,26.0,215.0,241.0,526.0,524.0,779.0,791.0
4628413,Краснотуранский сельсовет,2022,7.0,13.0,57.0,62.0,217.0,166.0,281.0,241.0
4628416,Лебяженский сельсовет,2022,3.0,2.0,37.0,33.0,71.0,53.0,111.0,88.0
4628425,Саянский сельсовет,2022,8.0,3.0,27.0,23.0,48.0,52.0,83.0,78.0
4628428,Тубинский сельсовет,2022,13.0,8.0,22.0,40.0,72.0,106.0,107.0,154.0
4630000,Курагинский муниципальный район,2022,177.0,102.0,545.0,565.0,1432.0,1529.0,2154.0,2196.0
4630100,Городские поселения Курагинского муниципального района/,2022,96.0,56.0,278.0,306.0,738.0,752.0,1112.0,1114.0
4630102,город Артемовск,2022,6.0,4.0,13.0,19.0,22.0,38.0,41.0,61.0
4630151,поселок Курагино,2022,42.0,33.0,139.0,144.0,389.0,402.0,570.0,579.0
4630152,поселок Большая Ирба,2022,17.0,12.0,63.0,63.0,137.0,107.0,217.0,182.0
4630153,поселок Кошурниково,2022,11.0,1.0,17.0,22.0,90.0,78.0,118.0,101.0
4630154,поселок Краснокаменск,2022,20.0,6.0,46.0,58.0,100.0,127.0,166.0,191.0
4630400,Сельские поселения Курагинского муниципального района/,2022,81.0,46.0,267.0,259.0,694.0,777.0,1042.0,1082.0
4630404,Березовский сельсовет,2022,2.0,4.0,14.0,20.0,59.0,59.0,75.0,83.0
4630413,Марининский сельсовет,2022,2.0,1.0,19.0,16.0,125.0,77.0,146.0,94.0
4630416,Имисский сельсовет,2022,4.0,15.0,15.0,20.0,28.0,39.0,47.0,74.0
4630419,Кордовский сельсовет,2022,20.0,1.0,15.0,32.0,38.0,60.0,73.0,93.0
4630420,Кочергинский сельсовет,2022,5.0,4.0,16.0,12.0,36.0,41.0,57.0,57.0
4630425,Можарский сельсовет,2022,5.0,2.0,24.0,13.0,55.0,54.0,84.0,69.0
4630442,Рощинский сельсовет,2022,9.0,5.0,26.0,32.0,46.0,85.0,81.0,122.0
4630446,Черемшанский сельсовет,2022,26.0,11.0,79.0,66.0,84.0,87.0,189.0,164.0
4631000,Манский муниципальный район,2022,17.0,28.0,67.0,80.0,681.0,736.0,765.0,844.0
4631400,Сельские поселения Манского муниципального района/,2022,17.0,28.0,67.0,80.0,681.0,736.0,765.0,844.0
4631407,Камарчагский сельсовет,2022,7.0,5.0,20.0,19.0,102.0,132.0,129.0,156.0
4631408,Каменский сельсовет,2022,2.0,3.0,4.0,7.0,87.0,83.0,93.0,93.0
4631410,Кияйский сельсовет,2022,2.0,3.0,4.0,11.0,43.0,36.0,49.0,50.0
4631421,Первоманский сельсовет,2022,4.0,10.0,12.0,13.0,107.0,116.0,123.0,139.0
4631437,Шалинский сельсовет,2022,2.0,5.0,22.0,18.0,193.0,186.0,217.0,209.0
4633000,Минусинский муниципальный район,2022,16.0,27.0,464.0,406.0,1016.0,978.0,1496.0,1411.0
4633400,Сельские поселения Минусинского муниципального района/,2022,16.0,27.0,464.0,406.0,1016.0,978.0,1496.0,1411.0
4633413,Знаменский сельсовет,2022,2.0,2.0,78.0,63.0,110.0,155.0,190.0,220.0
4633420,Лугавский сельсовет,2022,2.0,1.0,31.0,40.0,43.0,53.0,76.0,94.0
4633422,Маломинусинский сельсовет,2022,6.0,2.0,35.0,33.0,86.0,94.0,127.0,129.0
4633423,Прихолмский сельсовет,2022,1.0,2.0,19.0,17.0,37.0,43.0,57.0,62.0
4633426,Новотроицкий сельсовет,2022,5.0,4.0,22.0,35.0,79.0,69.0,106.0,108.0
4635000,Мотыгинский муниципальный район,2022,40.0,33.0,70.0,77.0,489.0,637.0,599.0,747.0
4635100,Городские поселения Мотыгинского муниципального района/,2022,32.0,18.0,47.0,44.0,262.0,305.0,341.0,367.0
4635151,поселок Мотыгино,2022,24.0,14.0,25.0,28.0,164.0,228.0,213.0,270.0
4635154,поселок Раздолинск,2022,8.0,4.0,22.0,16.0,98.0,77.0,128.0,97.0
4635400,Сельские поселения Мотыгинского муниципального района/,2022,8.0,14.0,22.0,33.0,226.0,330.0,256.0,377.0
4635413,Орджоникидзевский сельсовет,2022,1.0,2.0,2.0,7.0,56.0,68.0,59.0,77.0
4635419,Первомайский сельсовет,2022,1.0,3.0,2.0,4.0,32.0,30.0,35.0,37.0
4637000,Назаровский муниципальный район,2022,17.0,22.0,132.0,113.0,844.0,1168.0,993.0,1303.0
4637400,Сельские поселения Назаровского муниципального района/,2022,17.0,22.0,132.0,113.0,844.0,1168.0,993.0,1303.0
4637404,Верхнеададымский сельсовет,2022,1.0,2.0,8.0,17.0,30.0,54.0,39.0,73.0
4637410,Дороховский сельсовет,2022,4.0,1.0,7.0,10.0,86.0,110.0,97.0,121.0
4637413,Красносопкинский сельсовет,2022,1.0,3.0,13.0,13.0,68.0,109.0,82.0,125.0
4637419,Павловский сельсовет,2022,3.0,3.0,5.0,4.0,61.0,53.0,69.0,60.0
4637422,Подсосенский сельсовет,2022,1.0,1.0,5.0,8.0,34.0,79.0,40.0,88.0
4637425,Преображенский сельсовет,2022,1.0,2.0,15.0,10.0,116.0,125.0,132.0,137.0
4637431,Краснополянский сельсовет,2022,3.0,1.0,27.0,14.0,109.0,161.0,139.0,176.0
4637437,Степновский сельсовет,2022,3.0,9.0,33.0,22.0,223.0,313.0,259.0,344.0
4639000,Нижнеингашский муниципальный район,2022,59.0,70.0,110.0,148.0,581.0,908.0,750.0,1126.0
4639100,Городские поселения Нижнеингашского муниципального района/,2022,52.0,67.0,58.0,101.0,322.0,472.0,432.0,640.0
4639151,поселок Нижний Ингаш,2022,11.0,15.0,21.0,49.0,129.0,250.0,161.0,314.0
4639154,поселок Нижняя Пойма,2022,41.0,52.0,37.0,52.0,193.0,222.0,271.0,326.0
4639400,Сельские поселения Нижнеингашского муниципального района/,2022,7.0,3.0,52.0,47.0,259.0,436.0,318.0,486.0
4639440,Тинский сельсовет,2022,3.0,2.0,4.0,4.0,33.0,73.0,40.0,79.0
4641000,Новоселовский муниципальный район,2022,20.0,14.0,92.0,78.0,495.0,598.0,607.0,690.0
4641400,Сельские поселения Новоселовского муниципального района/,2022,20.0,14.0,92.0,78.0,495.0,598.0,607.0,690.0
4641409,Новоселовский сельсовет,2022,13.0,11.0,43.0,32.0,235.0,189.0,291.0,232.0
4641410,Светлолобовский сельсовет,2022,4.0,1.0,4.0,8.0,55.0,76.0,63.0,85.0
4641413,Толстомысенский сельсовет,2022,2.0,1.0,18.0,3.0,43.0,103.0,63.0,107.0
4643000,Партизанский муниципальный район,2022,3.0,9.0,35.0,22.0,347.0,467.0,385.0,498.0
4643400,Сельские поселения Партизанского муниципального района/,2022,3.0,9.0,35.0,22.0,347.0,467.0,385.0,498.0
4643422,Партизанский сельсовет,2022,3.0,1.0,14.0,11.0,116.0,170.0,133.0,182.0
4647000,Рыбинский муниципальный район,2022,117.0,116.0,213.0,180.0,1321.0,1490.0,1651.0,1786.0
4647100,Городские поселения Рыбинского муниципального района/,2022,83.0,73.0,117.0,105.0,634.0,676.0,834.0,854.0
4647101,город Заозерный,2022,73.0,36.0,78.0,89.0,387.0,452.0,538.0,577.0
4647155,поселок Ирша,2022,5.0,5.0,14.0,7.0,118.0,75.0,137.0,87.0
4647160,поселок Саянский,2022,5.0,32.0,25.0,9.0,129.0,149.0,159.0,190.0
4647400,Сельские поселения Рыбинского муниципального района/,2022,34.0,43.0,96.0,75.0,687.0,814.0,817.0,932.0
4647402,Александровский сельсовет,2022,5.0,1.0,4.0,6.0,76.0,71.0,85.0,78.0
4647424,Налобинский сельсовет,2022,3.0,1.0,3.0,8.0,11.0,32.0,17.0,41.0
4647430,Новокамалинский сельсовет,2022,2.0,1.0,6.0,6.0,111.0,132.0,119.0,139.0
4647434,Новосолянский сельсовет,2022,2.0,6.0,22.0,12.0,117.0,131.0,141.0,149.0
4647440,Рыбинский сельсовет,2022,1.0,1.0,16.0,5.0,51.0,57.0,68.0,63.0
4647449,Успенский сельсовет,2022,13.0,26.0,6.0,2.0,38.0,36.0,57.0,64.0
4648000,Саянский муниципальный район,2022,5.0,6.0,56.0,55.0,379.0,467.0,440.0,528.0
4648400,Сельские поселения Саянского муниципального района/,2022,5.0,6.0,56.0,55.0,379.0,467.0,440.0,528.0
4648402,Агинский сельсовет,2022,2.0,3.0,23.0,26.0,187.0,192.0,212.0,221.0
4649000,Северо-Енисейский муниципальный район,2022,94.0,43.0,118.0,133.0,302.0,459.0,514.0,635.0
4650000,Эвенкийский муниципальный район,2022,110.0,63.0,200.0,198.0,628.0,737.0,938.0,998.0
4650400,Сельские поселения Эвенкийского муниципального района/,2022,110.0,63.0,200.0,198.0,628.0,737.0,938.0,998.0
4650402,поселок Тура,2022,56.0,22.0,65.0,87.0,202.0,299.0,323.0,408.0
4650405,село Байкит,2022,4.0,5.0,53.0,45.0,104.0,135.0,161.0,185.0
4650459,село Ванавара,2022,49.0,36.0,29.0,23.0,163.0,127.0,241.0,186.0
4651000,Сухобузимский муниципальный район,2022,73.0,77.0,85.0,114.0,911.0,1012.0,1069.0,1203.0
4651400,Сельские поселения Сухобузимского муниципального района/,2022,73.0,77.0,85.0,114.0,911.0,1012.0,1069.0,1203.0
4651402,Атамановский сельсовет,2022,2.0,4.0,10.0,24.0,171.0,211.0,183.0,239.0
4651407,Высотинский сельсовет,2022,18.0,12.0,3.0,3.0,75.0,67.0,96.0,82.0
4651410,Кононовский сельсовет,2022,2.0,3.0,4.0,8.0,58.0,65.0,64.0,76.0
4651413,Миндерлинский сельсовет,2022,4.0,7.0,18.0,15.0,100.0,131.0,122.0,153.0
4651422,Сухобузимский сельсовет,2022,34.0,10.0,21.0,32.0,245.0,245.0,300.0,287.0
4651425,Борский сельсовет,2022,5.0,29.0,7.0,7.0,70.0,61.0,82.0,97.0
4651428,Шилинский сельсовет,2022,7.0,7.0,11.0,10.0,92.0,119.0,110.0,136.0
4652000,Тасеевский муниципальный район,2022,7.0,14.0,44.0,35.0,285.0,358.0,336.0,407.0
4652400,Сельские поселения Тасеевского муниципального района/,2022,7.0,14.0,44.0,35.0,285.0,358.0,336.0,407.0
4652416,Тасеевский сельсовет,2022,6.0,14.0,33.0,26.0,214.0,218.0,253.0,258.0
4653000,Таймырский Долгано-Ненецкий муниципальный район,2022,88.0,83.0,655.0,676.0,758.0,979.0,1501.0,1738.0
4653100,Городские поселения Таймырского Долгано-Ненецкого муниципального района/,2022,83.0,79.0,571.0,601.0,508.0,635.0,1162.0,1315.0
4653101,Дудинка,2022,80.0,78.0,533.0,548.0,493.0,618.0,1106.0,1244.0
4653155,Диксон,2022,3.0,1.0,38.0,53.0,15.0,17.0,56.0,71.0
4653400,Сельские поселения Таймырского Долгано-Ненецкого муниципального района/,2022,5.0,4.0,84.0,75.0,250.0,344.0,339.0,423.0
4653417,Караул,2022,2.0,2.0,34.0,23.0,79.0,121.0,115.0,146.0
4653419,Хатанга,2022,3.0,2.0,50.0,52.0,171.0,223.0,224.0,277.0
4654000,Туруханский муниципальный район,2022,10.0,17.0,173.0,118.0,555.0,708.0,738.0,843.0
4654100,Городские поселения Туруханского муниципального района/,2022,4.0,7.0,46.0,35.0,150.0,231.0,200.0,273.0
4654117,город Игарка,2022,4.0,7.0,46.0,35.0,150.0,231.0,200.0,273.0
4654400,Сельские поселения Туруханского муниципального района/,2022,6.0,9.0,106.0,71.0,366.0,397.0,478.0,477.0
4654434,Туруханский сельсовет,2022,5.0,8.0,31.0,23.0,166.0,178.0,202.0,209.0
4656000,Ужурский муниципальный район,2022,44.0,65.0,244.0,193.0,1188.0,1325.0,1476.0,1583.0
4656100,Городские поселения Ужурского муниципального района/,2022,32.0,49.0,137.0,117.0,609.0,546.0,778.0,712.0
4656101,город Ужур,2022,32.0,49.0,137.0,117.0,609.0,546.0,778.0,712.0
4656400,Сельские поселения Ужурского муниципального района/,2022,12.0,16.0,107.0,76.0,579.0,779.0,698.0,871.0
4656419,Малоимышский сельсовет,2022,3.0,5.0,9.0,10.0,61.0,84.0,73.0,99.0
4656425,Солгонский сельсовет,2022,6.0,9.0,18.0,16.0,124.0,135.0,148.0,160.0
4657000,Уярский муниципальный район,2022,38.0,56.0,98.0,95.0,764.0,877.0,900.0,1028.0
4657100,Городские поселения Уярского муниципального района/,2022,25.0,32.0,62.0,66.0,449.0,529.0,536.0,627.0
4657101,город Уяр,2022,25.0,32.0,62.0,66.0,449.0,529.0,536.0,627.0
4657400,Сельские поселения Уярского муниципального района/,2022,13.0,24.0,36.0,29.0,315.0,348.0,364.0,401.0
4657404,Балайский сельсовет,2022,1.0,5.0,7.0,5.0,45.0,51.0,53.0,61.0
4657414,Новопятницкий сельсовет,2022,2.0,5.0,4.0,3.0,44.0,61.0,50.0,69.0
4657416,Рощинский сельсовет,2022,8.0,7.0,4.0,7.0,57.0,64.0,69.0,78.0
4657420,Толстихинский сельсовет,2022,1.0,2.0,3.0,4.0,44.0,45.0,48.0,51.0
4659000,Шушенский муниципальный район,2022,19.0,6.0,618.0,600.0,1126.0,1048.0,1763.0,1654.0
4659100,Городские поселения Шушенского муниципального района/,2022,9.0,3.0,339.0,314.0,646.0,482.0,994.0,799.0
4659151,поселок Шушенское,2022,9.0,3.0,339.0,314.0,646.0,482.0,994.0,799.0
4659400,Сельские поселения Шушенского муниципального района/,2022,10.0,3.0,279.0,286.0,480.0,566.0,769.0,855.0
4659415,Синеборский сельсовет,2022,3.0,2.0,25.0,28.0,46.0,55.0,74.0,85.0
4701000,город Красноярск,2022,14725.0,14190.0,13621.0,12735.0,19611.0,15483.0,47957.0,42408.0
4703000,город Ачинск,2022,274.0,331.0,787.0,865.0,2551.0,2531.0,3612.0,3727.0
4706000,город Боготол,2022,56.0,20.0,103.0,136.0,402.0,530.0,561.0,686.0
4707000,город Бородино,2022,67.0,33.0,60.0,87.0,549.0,491.0,676.0,611.0
4709000,город Дивногорск,2022,193.0,152.0,448.0,363.0,1186.0,922.0,1827.0,1437.0
4712000,город Енисейск,2022,92.0,40.0,233.0,146.0,683.0,563.0,1008.0,749.0
4720000,город Канск,2022,325.0,396.0,542.0,616.0,2145.0,2091.0,3012.0,3103.0
4722000,город Лесосибирск,2022,432.0,235.0,335.0,412.0,1299.0,1512.0,2066.0,2159.0
4723000,город Минусинск,2022,99.0,103.0,940.0,1017.0,1621.0,1673.0,2660.0,2793.0
4726000,город Назарово,2022,81.0,48.0,349.0,321.0,1244.0,1178.0,1674.0,1547.0
4729000,город Норильск,2022,1603.0,1670.0,8222.0,9016.0,1264.0,1576.0,11089.0,12262.0
4733000,город Сосновоборск,2022,211.0,176.0,381.0,290.0,1496.0,1129.0,2088.0,1595.0
4735000,ЗАТО город Железногорск,2022,24.0,34.0,923.0,1038.0,1330.0,1425.0,2277.0,2497.0
4737000,ЗАТО город Зеленогорск,2022,23.0,19.0,524.0,517.0,1260.0,1311.0,1807.0,1847.0
4740000,город Шарыпово,2022,112.0,97.0,446.0,509.0,1047.0,1281.0,1605.0,1887.0
4775000,поселок Кедровый,2022,12.0,16.0,32.0,29.0,193.0,175.0,237.0,220.0
4780000,ЗАТО поселок Солнечный,2022,1.0,2.0,249.0,162.0,283.0,354.0,533.0,518.0
5502000,Анучинский муниципальный округ,2022,1.0,11.0,119.0,104.0,480.0,589.0,600.0,704.0
5517000,Лазовский муниципальный округ,2022,3.0,4.0,127.0,206.0,471.0,541.0,601.0,751.0
5526000,Октябрьский муниципальный округ,2022,72.0,24.0,266.0,275.0,882.0,874.0,1220.0,1173.0
5532000,Пограничный муниципальный округ,2022,58.0,51.0,390.0,516.0,631.0,791.0,1079.0,1358.0
5540000,Тернейский муниципальный округ,2022,2.0,1.0,78.0,87.0,201.0,293.0,281.0,381.0
5546000,Ханкайский муниципальный округ,2022,4.0,11.0,110.0,215.0,571.0,770.0,685.0,996.0
5550000,Хорольский муниципальный округ,2022,3.0,9.0,102.0,154.0,903.0,951.0,1008.0,1114.0
5555000,Чугуевский муниципальный округ,2022,4.0,4.0,118.0,141.0,690.0,809.0,812.0,954.0
5610000,Кавалеровский муниципальный район,2022,26.0,25.0,158.0,190.0,739.0,800.0,923.0,1015.0
5610100,Городские поселения Кавалеровского муниципального района/,2022,25.0,23.0,154.0,184.0,710.0,728.0,889.0,935.0
5610151,Кавалеровское,2022,25.0,23.0,154.0,184.0,710.0,728.0,889.0,935.0
5610400,Сельские поселения Кавалеровского муниципального района/,2022,1.0,2.0,4.0,6.0,29.0,72.0,34.0,80.0
5610404,Устиновское,2022,1.0,2.0,4.0,6.0,29.0,72.0,34.0,80.0
5614000,Красноармейский муниципальный район,2022,27.0,25.0,174.0,196.0,408.0,477.0,609.0,698.0
5614400,Сельские поселения Красноармейского муниципального района/,2022,27.0,22.0,132.0,111.0,314.0,376.0,473.0,509.0
5614428,Новопокровское,2022,14.0,8.0,24.0,33.0,107.0,88.0,145.0,129.0
5614431,Рощинское,2022,11.0,12.0,49.0,41.0,125.0,124.0,185.0,177.0
5620000,Михайловский муниципальный район,2022,31.0,62.0,148.0,167.0,926.0,1037.0,1105.0,1266.0
5620100,Городские поселения Михайловского муниципального района/,2022,3.0,7.0,41.0,45.0,265.0,264.0,309.0,316.0
5620154,Новошахтинское,2022,3.0,7.0,41.0,45.0,265.0,264.0,309.0,316.0
5620400,Сельские поселения Михайловского муниципального района/,2022,28.0,55.0,107.0,122.0,661.0,773.0,796.0,950.0
5620406,Григорьевское,2022,4.0,16.0,2.0,7.0,64.0,57.0,70.0,80.0
5620408,Ивановское,2022,1.0,1.0,21.0,35.0,134.0,180.0,156.0,216.0
5620410,Кремовское,2022,14.0,6.0,16.0,20.0,94.0,107.0,124.0,133.0
5620419,Михайловское,2022,5.0,22.0,58.0,42.0,274.0,301.0,337.0,365.0
5620425,Осиновское,2022,1.0,2.0,7.0,9.0,55.0,58.0,63.0,69.0
5620428,Сунятсенское,2022,3.0,8.0,3.0,9.0,40.0,70.0,46.0,87.0
5623000,Надеждинский муниципальный район,2022,194.0,273.0,350.0,357.0,2525.0,1338.0,3069.0,1968.0
5623400,Сельские поселения Надеждинского муниципального района/,2022,194.0,273.0,350.0,357.0,2525.0,1338.0,3069.0,1968.0
5623402,Надеждинское,2022,153.0,201.0,251.0,204.0,2107.0,860.0,2511.0,1265.0
5623404,Раздольненское,2022,24.0,47.0,41.0,85.0,203.0,282.0,268.0,414.0
5623407,Тавричанское,2022,17.0,25.0,58.0,68.0,215.0,196.0,290.0,289.0
5628000,Ольгинский муниципальный район,2022,1.0,1.0,39.0,64.0,303.0,329.0,343.0,394.0
5630000,Партизанский муниципальный район,2022,25.0,21.0,223.0,263.0,903.0,579.0,1151.0,863.0
5630400,Сельские поселения Партизанского муниципального района/,2022,25.0,21.0,220.0,263.0,901.0,571.0,1146.0,855.0
5630402,Владимиро-Александровское,2022,10.0,2.0,56.0,63.0,294.0,126.0,360.0,191.0
5630404,Екатериновское,2022,10.0,14.0,40.0,50.0,186.0,107.0,236.0,171.0
5630406,Золотодолинское,2022,2.0,3.0,17.0,44.0,76.0,70.0,95.0,117.0
5634000,Пожарский муниципальный район,2022,15.0,35.0,334.0,439.0,556.0,569.0,905.0,1043.0
5634100,Городские поселения Пожарского муниципального района/,2022,13.0,26.0,219.0,297.0,325.0,269.0,557.0,592.0
5634151,Лучегорское,2022,13.0,26.0,219.0,297.0,325.0,269.0,557.0,592.0
5634400,Сельские поселения Пожарского муниципального района/,2022,2.0,9.0,115.0,142.0,231.0,300.0,348.0,451.0
5637000,Спасский муниципальный район,2022,125.0,252.0,160.0,198.0,1143.0,1189.0,1428.0,1639.0
5637400,Сельские поселения Спасского муниципального района/,2022,125.0,252.0,160.0,198.0,1143.0,1189.0,1428.0,1639.0
5637402,Александровское,2022,1.0,2.0,9.0,4.0,39.0,52.0,49.0,58.0
5637419,Дубовское,2022,3.0,4.0,6.0,7.0,72.0,62.0,81.0,73.0
5637424,Краснокутское,2022,5.0,12.0,6.0,17.0,103.0,110.0,114.0,139.0
5637434,Прохорское,2022,11.0,10.0,7.0,14.0,57.0,70.0,75.0,94.0
5637440,Спасское,2022,93.0,146.0,63.0,71.0,459.0,447.0,615.0,664.0
5637443,Хвалынское,2022,11.0,38.0,38.0,52.0,248.0,241.0,297.0,331.0
5637446,Чкаловское,2022,1.0,37.0,28.0,27.0,145.0,155.0,174.0,219.0
5648000,Хасанский муниципальный район,2022,50.0,94.0,257.0,376.0,797.0,855.0,1104.0,1325.0
5648100,Городские поселения Хасанского муниципального района/,2022,43.0,85.0,212.0,342.0,621.0,677.0,876.0,1104.0
5648151,Славянское,2022,20.0,54.0,67.0,106.0,220.0,236.0,307.0,396.0
5648153,Зарубинское,2022,17.0,19.0,38.0,41.0,148.0,131.0,203.0,191.0
5648155,Краскинское,2022,5.0,10.0,23.0,30.0,103.0,118.0,131.0,158.0
5648158,Посьетское,2022,1.0,2.0,51.0,100.0,95.0,86.0,147.0,188.0
5648400,Сельские поселения Хасанского муниципального района/,2022,7.0,9.0,45.0,34.0,176.0,178.0,228.0,221.0
5648402,Барабашское,2022,5.0,7.0,38.0,23.0,150.0,149.0,193.0,179.0
5648404,Безверховское,2022,2.0,2.0,7.0,11.0,26.0,29.0,35.0,42.0
5653000,Черниговский муниципальный район,2022,1.0,21.0,392.0,447.0,953.0,1050.0,1346.0,1518.0
5653400,Сельские поселения Черниговского муниципального района/,2022,1.0,15.0,200.0,208.0,546.0,653.0,747.0,876.0
5657000,Шкотовский муниципальный район,2022,22.0,10.0,250.0,230.0,728.0,744.0,1000.0,984.0
5657100,Городские поселения Шкотовского муниципального района/,2022,9.0,4.0,152.0,147.0,276.0,364.0,437.0,515.0
5657158,Смоляниновское,2022,6.0,1.0,106.0,83.0,146.0,179.0,258.0,263.0
5657165,Шкотовское,2022,3.0,3.0,46.0,64.0,130.0,185.0,179.0,252.0
5657400,Сельские поселения Шкотовского муниципального района/,2022,13.0,6.0,98.0,83.0,452.0,380.0,563.0,469.0
5657413,Новонежинское,2022,3.0,2.0,29.0,18.0,183.0,133.0,215.0,153.0
5657422,Подъяпольское,2022,4.0,1.0,23.0,13.0,53.0,56.0,80.0,70.0
5657425,Романовское,2022,3.0,3.0,15.0,17.0,82.0,74.0,100.0,94.0
5659000,Яковлевский муниципальный район,2022,11.0,10.0,140.0,179.0,477.0,668.0,628.0,857.0
5659400,Сельские поселения Яковлевского муниципального района/,2022,11.0,10.0,140.0,179.0,477.0,668.0,628.0,857.0
5659407,Варфоломеевское,2022,8.0,4.0,12.0,20.0,95.0,166.0,115.0,190.0
5659413,Новосысоевское,2022,2.0,4.0,79.0,108.0,171.0,222.0,252.0,334.0
5659422,Яковлевское,2022,1.0,1.0,42.0,40.0,166.0,163.0,209.0,204.0
5701000,Владивостокский,2022,5360.0,8360.0,6044.0,7521.0,8356.0,8791.0,19760.0,24672.0
5703000,Арсеньевский,2022,78.0,78.0,348.0,497.0,1257.0,1069.0,1683.0,1644.0
5705000,Артемовский,2022,621.0,914.0,910.0,1039.0,2092.0,1841.0,3623.0,3794.0
5706000,Большой Камень,2022,268.0,1377.0,496.0,522.0,698.0,706.0,1462.0,2605.0
