,from_territory_id,to_territory_id,n_people
1337,36,149,5
1338,36,154,1
1339,36,155,1
1340,36,156,1
1341,36,158,9
1342,36,160,1
1343,36,161,4
1344,36,163,1
1345,36,164,1
1346,36,167,2
1347,36,169,9
1348,36,170,2
1349,36,171,2
1350,36,173,4
1351,36,175,1
1352,36,176,1
1353,36,177,1
1354,36,180,15
1355,36,181,1
1356,36,185,4
1357,36,186,27
1358,36,187,2
1359,36,188,1
1360,36,190,2
1361,36,192,3
1362,36,194,2
1363,36,195,1
1364,36,196,2
1365,36,197,2
1366,36,198,1
1367,36,199,2
1368,36,200,8
1369,36,201,1
1370,36,202,2
1371,36,203,1
1372,36,204,1
1373,37,5,1
1374,37,6,1
1375,37,7,1
1376,37,9,1
1377,37,11,1
1378,37,12,1
1379,37,15,1
1380,37,16,1
1381,37,17,1
1382,37,19,1
1383,37,29,2
1384,37,35,6
1385,37,36,3
1386,37,39,11
1387,37,42,2
1388,37,44,2
1389,37,47,1
1390,37,48,1
1391,37,50,1
1392,37,51,1
1393,37,58,1
1394,37,59,1
1395,37,60,2
1396,37,64,1
1397,37,69,1
1398,37,70,1
1399,37,73,4
1400,37,77,1
1401,37,78,1
1402,37,79,1
1403,37,80,1
1404,37,82,1
1405,37,84,1
1406,37,91,1
1407,37,109,1
1408,37,111,1
1409,37,117,1
1410,37,126,1
1411,37,135,2
1412,37,136,2
1413,37,149,1
1414,37,158,1
1415,37,169,1
1416,37,180,2
1417,37,186,3
1418,37,200,1
1419,38,5,1
1420,38,6,1
1421,38,7,1
1422,38,9,1
1423,38,11,1
1424,38,12,1
1425,38,15,1
1426,38,16,1
1427,38,19,1
1428,38,29,2
1429,38,35,5
1430,38,36,2
1431,38,39,9
1432,38,42,2
1433,38,44,2
1434,38,47,1
1435,38,48,1
1436,38,50,1
1437,38,51,1
1438,38,58,1
1439,38,59,1
1440,38,60,1
1441,38,69,1
1442,38,70,1
1443,38,73,3
1444,38,78,1
1445,38,79,1
1446,38,80,1
1447,38,82,1
1448,38,84,1
1449,38,91,1
1450,38,109,1
1451,38,111,1
1452,38,117,1
1453,38,126,1
1454,38,135,1
1455,38,136,2
1456,38,158,1
1457,38,169,1
1458,38,180,1
1459,38,186,3
1460,38,200,1
1461,39,3,4
1462,39,4,3
1463,39,5,13
1464,39,6,7
1465,39,7,9
1466,39,8,1
1467,39,9,6
1468,39,11,8
1469,39,12,6
1470,39,13,1
1471,39,14,4
1472,39,15,6
1473,39,16,6
1474,39,17,5
1475,39,19,6
1476,39,21,2
1477,39,22,1
1478,39,24,2
1479,39,25,1
1480,39,26,2
1481,39,28,1
1482,39,29,17
1483,39,30,1
1484,39,31,1
1485,39,32,1
1486,39,33,2
1487,39,35,58
1488,39,36,27
1489,39,37,5
1490,39,38,2
1491,39,40,4
1492,39,41,4
1493,39,42,18
1494,39,44,21
1495,39,45,4
1496,39,46,3
1497,39,47,7
1498,39,48,6
1499,39,49,4
1500,39,50,10
1501,39,51,10
1502,39,52,3
1503,39,53,4
1504,39,55,4
1505,39,56,2
1506,39,58,6
1507,39,59,6
1508,39,60,16
1509,39,61,4
1510,39,62,1
1511,39,63,3
1512,39,64,5
1513,39,65,2
1514,39,66,3
1515,39,68,2
1516,39,69,7
1517,39,70,8
1518,39,71,4
1519,39,72,2
1520,39,73,38
1521,39,74,3
1522,39,75,3
1523,39,76,4
1524,39,77,5
1525,39,78,7
1526,39,79,6
1527,39,80,6
1528,39,81,3
1529,39,82,10
1530,39,83,3
1531,39,84,5
1532,39,86,1
1533,39,87,1
1534,39,91,7
1535,39,93,1
1536,39,94,1
1537,39,95,1
1538,39,96,3
1539,39,101,1
1540,39,103,4
1541,39,105,1
1542,39,107,2
1543,39,109,6
1544,39,110,2
1545,39,111,14
1546,39,112,2
1547,39,113,4
1548,39,114,3
1549,39,115,3
1550,39,117,9
1551,39,118,2
1552,39,119,4
1553,39,120,2
1554,39,121,1
1555,39,123,3
1556,39,124,2
1557,39,125,3
1558,39,126,6
1559,39,127,2
1560,39,128,4
1561,39,129,2
1562,39,130,3
1563,39,131,2
1564,39,132,2
1565,39,133,1
1566,39,134,2
1567,39,135,16
1568,39,136,17
1569,39,137,1
1570,39,140,1
1571,39,143,1
1572,39,145,1
1573,39,146,2
1574,39,147,1
1575,39,149,5
1576,39,154,1
1577,39,155,1
1578,39,156,1
1579,39,158,10
1580,39,160,1
1581,39,161,4
1582,39,163,1
1583,39,164,1
1584,39,167,2
1585,39,169,9
1586,39,170,3
1587,39,171,2
1588,39,173,4
1589,39,175,1
1590,39,176,1
1591,39,177,1
1592,39,180,16
1593,39,181,1
1594,39,185,4
1595,39,186,29
1596,39,187,2
1597,39,188,1
1598,39,190,2
1599,39,192,3
1600,39,194,2
1601,39,195,1
1602,39,196,2
1603,39,197,2
1604,39,198,1
1605,39,199,2
1606,39,200,8
1607,39,201,1
1608,39,202,2
1609,39,203,1
1610,39,204,1
1611,40,5,1
1612,40,7,1
1613,40,11,1
1614,40,29,1
1615,40,35,4
1616,40,36,2
1617,40,39,7
1618,40,42,1
1619,40,44,1
1620,40,50,1
1621,40,51,1
1622,40,60,1
1623,40,73,2
1624,40,82,1
1625,40,111,1
1626,40,117,1
1627,40,135,1
1628,40,136,1
1629,40,158,1
1630,40,169,1
1631,40,180,1
1632,40,186,2
1633,40,200,1
1634,41,5,1
1635,41,6,1
1636,41,7,1
1637,41,9,1
1638,41,11,1
1639,41,12,1
1640,41,15,1
1641,41,16,1
1642,41,19,1
1643,41,29,1
1644,41,35,5
1645,41,36,2
1646,41,39,9
1647,41,42,2
1648,41,44,2
1649,41,47,1
1650,41,48,1
1651,41,50,1
1652,41,51,1
